,batch,box,edition_seq_num,filepath,geographic_coverage,image,lccn,name,ocr,page_seq_num,page_url,place_of_publication,pub_date,publisher,score,url,id,choice,label
10,dlc_uniform_ver01,"[0.5657327168690826, 0.08247016520982378, 0.6985616176594905, 0.3785224657380179]",1,dlc_uniform_ver01/data/sn84026749/100492921/1909042701/0342/007_0_92.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_uniform_ver01%2Fdata%2Fsn84026749%2F100492921%2F1909042701%2F0342.jp2/pct:56.57,8.25,13.29,29.61/!500,500/0/default.jpg",sn84026749,The Washington times. [volume],"['MRS', 'HUBERT', 'L', 'WIGMORE', 'WIGMOREGuest', 'WIGMOREGuest', 'WIGMOREGuest', 'Guest', 'in', 'a', 'Washington', 'Home', 'HomeMrs', 'Homelrs', 'HomeMrs', 'I']",342,https://chroniclingamerica.loc.gov/data/batches/dlc_uniform_ver01/data/sn84026749/100492921/1909042701/0342.jp2,Washington [D.C.],1909-04-27,Times Pub. Co.,0.9223461151123048,https://news-navigator.labs.loc.gov/data/dlc_uniform_ver01/data/sn84026749/100492921/1909042701/0342/007_0_92.jpg,1120,human,human
11,mohi_ingalls_ver01,"[0.4216296565425289, 0.23120791998633458, 0.5503037255089562, 0.37697301682072504]",1,mohi_ingalls_ver01/data/sn84020274/00294559462/1902030301/0079/003_0_95.jpg,['Missouri--Saint Louis--Saint Louis'],"https://chroniclingamerica.loc.gov/iiif/2/mohi_ingalls_ver01%2Fdata%2Fsn84020274%2F00294559462%2F1902030301%2F0079.jp2/pct:42.16,23.13,12.87,14.58/!500,500/0/default.jpg",sn84020274,The St. Louis Republic. [volume],"['TUB', 'REVERENII', 'J.', 'IATTOX', 'MAUZE.', 'i', '""', 'v', '-""', 'isBBff3B9BlP', 'l', 'ts', '""', 'bTbTbTbTbbtI', '.BBYBmV', '.sbBBYBYBYBYByM', 'sBsBsBsSsBsBsBsmssssBssl-', '.', '.', ""'"", 's']",79,https://chroniclingamerica.loc.gov/data/batches/mohi_ingalls_ver01/data/sn84020274/00294559462/1902030301/0079.jp2,"St. Louis, Mo.",1902-03-03,G. Knapp & Co.,0.9584881663322448,https://news-navigator.labs.loc.gov/data/mohi_ingalls_ver01/data/sn84020274/00294559462/1902030301/0079/003_0_95.jpg,545,human,human
12,mohi_henri_ver01,"[0.3579852703920345, 0.7044845623167261, 0.5079097157901096, 0.9202929709960039]",1,mohi_henri_ver01/data/sn89067273/00200292674/1915030401/0744/002_0_97.jpg,['Missouri--Audrain--Mexico'],"https://chroniclingamerica.loc.gov/iiif/2/mohi_henri_ver01%2Fdata%2Fsn89067273%2F00200292674%2F1915030401%2F0744.jp2/pct:35.79,70.45,15.0,21.59/!500,500/0/default.jpg",sn89067273,Mexico Missouri message.,"['OLD', 'COSSACK', 'STILL', 'FIGHTS', 't5', '?', ';', '4', 'J', '"":\'\'', 'SSI.', ""rf-'j-."", 'V.', 'Ivan', 'Trufauoft,', 'aged', 'sixty-two', 'years,', 'is', 'the', 'oldest', 'volunteer', 'In', 'the', 'armies', 'of', 'the', 'czar.', 'He', 'U', 'a', 'Cossack', 'and', 'has', 'taken', 'part', 'In', 'three', 'previous', 'wars.']",744,https://chroniclingamerica.loc.gov/data/batches/mohi_henri_ver01/data/sn89067273/00200292674/1915030401/0744.jp2,"Mexico, Audrain County, Mo.",1915-03-04,John Beal,0.970352590084076,https://news-navigator.labs.loc.gov/data/mohi_henri_ver01/data/sn89067273/00200292674/1915030401/0744/002_0_97.jpg,1570,human,human
13,ndhi_edosian_ver01,"[0.18699026894921536, 0.09484578811751943, 0.3171857871976135, 0.3583177023472178]",1,ndhi_edosian_ver01/data/sn85042224/0038334668A/1908080701/0592/018_0_95.jpg,['North Dakota--Cass--Fargo'],"https://chroniclingamerica.loc.gov/iiif/2/ndhi_edosian_ver01%2Fdata%2Fsn85042224%2F0038334668A%2F1908080701%2F0592.jp2/pct:18.69,9.49,13.02,26.35/!500,500/0/default.jpg",sn85042224,The Fargo forum and daily republican. [volume],"['iJ', 'KIDNAPED', 'GIRL', 'HOME.', 'jt', 'x.', 't\\', ""I'"", '-i', 'w,', 'v', '1', 'J,', '7', 'N', 'Abducted', 'Girl', 'Who', 'Has', 'Been', 'turned', 'to', 'Her', 'Home.']",592,https://chroniclingamerica.loc.gov/data/batches/ndhi_edosian_ver01/data/sn85042224/0038334668A/1908080701/0592.jp2,"Fargo, N.D.",1908-08-07,A.W. Edwards & H.C. Plumley,0.9574861526489258,https://news-navigator.labs.loc.gov/data/ndhi_edosian_ver01/data/sn85042224/0038334668A/1908080701/0592/018_0_95.jpg,1065,human,human
14,ak_caribou_ver01,"[0.36758392858856725, 0.06681477357269051, 0.7869530380211532, 0.29619930985664766]",1,ak_caribou_ver01/data/sn82014189/00279525954/1913022701/0501/001_0_99.jpg,['Alaska--Skagway'],"https://chroniclingamerica.loc.gov/iiif/2/ak_caribou_ver01%2Fdata%2Fsn82014189%2F00279525954%2F1913022701%2F0501.jp2/pct:36.75,6.69,41.94,22.94/!500,500/0/default.jpg",sn82014189,The daily Alaskan. [volume],"['SETTLEMENT', 'Of', 'Mine', 'at', '38', '|**r', '<*nt', 'Copper', '??rf.']",501,https://chroniclingamerica.loc.gov/data/batches/ak_caribou_ver01/data/sn82014189/00279525954/1913022701/0501.jp2,"Skagway, Alaska",1913-02-27,Town & Jensen,0.9960618615150452,https://news-navigator.labs.loc.gov/data/ak_caribou_ver01/data/sn82014189/00279525954/1913022701/0501/001_0_99.jpg,1435,"{""choices"": [""human"", ""human-structure"", ""landscape""]}",human|human-structure|landscape
15,wa_index_ver01,"[0.2796882489405641, 0.231773740435959, 0.5113228964149406, 0.48043940832855503]",1,wa_index_ver01/data/sn83045604/00202199719/1900072901/0077/001_0_97.jpg,['Washington--King--Seattle'],"https://chroniclingamerica.loc.gov/iiif/2/wa_index_ver01%2Fdata%2Fsn83045604%2F00202199719%2F1900072901%2F0077.jp2/pct:27.96,23.18,23.17,24.87/!500,500/0/default.jpg",sn83045604,The Seattle post-intelligencer. [volume],"['PORTRAIT', 'STUDY.', 'By', 'Grace', 'WUur', 'Eilrr.']",77,https://chroniclingamerica.loc.gov/data/batches/wa_index_ver01/data/sn83045604/00202199719/1900072901/0077.jp2,"Seattle, Wash. Terr. [Wash.]",1900-07-29,Post-Intelligencer Pub. Co.,0.9769392609596252,https://news-navigator.labs.loc.gov/data/wa_index_ver01/data/sn83045604/00202199719/1900072901/0077/001_0_97.jpg,400,human,human
16,dlc_frenchbulldog_ver04,"[0.12815288392285532, 0.04889919844074566, 0.25447385350812257, 0.30466065169079914]",1,dlc_frenchbulldog_ver04/data/sn83045433/00280764115/1920080801/0230/007_0_93.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_frenchbulldog_ver04%2Fdata%2Fsn83045433%2F00280764115%2F1920080801%2F0230.jp2/pct:12.81,4.89,12.64,25.58/!500,500/0/default.jpg",sn83045433,The Washington herald. [volume],"['|', '!', 'and', 'Japs', 'Both', 'Fear', 'This', 'Romanoff', 'V|', '1', 'J', '?', 'I', 'JHP', '-', 'v', '...', '..', 'Hp', '^ET', 'NICHOLAS', 'llOMANOKF.', 'The', 'movements', 'of', 'Nicholas', 'RomanofT,', 'cousin', 'of', 'the', 'late', 'Czar', 'of', 'Russia,', 'and', 'one', 'of', 'the', 'most', 'active', 'survivors', 'of', 'the', 'Russian', 'Junker', 'group,', 'are', 'watched', 'by', 'the', 'Soviets', 'on', 'the', 'one', 'hand,', 'and', 'by', 'the', 'on', 'the', 'other.', 'Young:', '-Romanoff', 'is', 'th*?', 'son', 'of', 'the', 'Grand', 'Duke', 'Nicholas,', 'uncle', 'of', 'the', 'Czar,', 'and', 'of', 'the', 'Imperial', 'Russian', 'array.', 'The', 'Russian', 'radicals', 'fear', 'there', 'will', 'gather', 'about', 'him', 'a', 'counter-revolution', 'to']",230,https://chroniclingamerica.loc.gov/data/batches/dlc_frenchbulldog_ver04/data/sn83045433/00280764115/1920080801/0230.jp2,"Washington, D.C.",1920-08-08,Washington Herald Co.,0.9394961595535278,https://news-navigator.labs.loc.gov/data/dlc_frenchbulldog_ver04/data/sn83045433/00280764115/1920080801/0230/007_0_93.jpg,1966,human,human
17,nbu_pound_ver01,"[0.25209453607061105, 0.08556247204420717, 0.9504522821705812, 0.33926667677452627]",1,nbu_pound_ver01/data/sn99021999/00280778369/1907060201/0299/000_0_98.jpg,['Nebraska--Douglas--Omaha'],"https://chroniclingamerica.loc.gov/iiif/2/nbu_pound_ver01%2Fdata%2Fsn99021999%2F00280778369%2F1907060201%2F0299.jp2/pct:25.2,8.56,69.84,25.38/!500,500/0/default.jpg",sn99021999,Omaha daily bee.,"['hare', 'month', 'of', 'especially', 'out', 'ahead', 'than', 'the', 'it', 'had', 'the', 'side,', 'th', 'the', 'aides', 'Early', 'Summer', 'Days', 'Are', 'Pleasant', 'Days', 'for', 'Utile', 'Fciks', 'on', 'the', 'Farm', 'sub', 'priee.', 'We', 'sure', 'thla', 'month', 'this', 'been', 'no', 'letters.', 'of', 'to', 'rebus', 'this', 'avenue,', 'Neb.', 'It', 'the', 'school', 'to', 'the', 'be', 'Neb.,', 'and', 'the', 'cor', 'T6V3Y', 'LITTLE', 'GARDENER.', 'OUT', 'FOR', 'AJT', 'AFTEENOQN', 'DEITEL.']",299,https://chroniclingamerica.loc.gov/data/batches/nbu_pound_ver01/data/sn99021999/00280778369/1907060201/0299.jp2,Omaha [Neb.],1907-06-02,Edward Rosewater,0.9802203178405762,https://news-navigator.labs.loc.gov/data/nbu_pound_ver01/data/sn99021999/00280778369/1907060201/0299/000_0_98.jpg,953,human,human
18,dlc_triumph_ver01,"[0.24211392067426246, 0.0501019214911283, 0.45946678916898315, 0.2499638454169984]",1,dlc_triumph_ver01/data/sn83030214/00175036817/1898022201/0425/003_0_95.jpg,['New York--New York--New York'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_triumph_ver01%2Fdata%2Fsn83030214%2F00175036817%2F1898022201%2F0425.jp2/pct:24.21,5.02,21.74,19.99/!500,500/0/default.jpg",sn83030214,New-York tribune. [volume],"['IB', 'ANI', 'of', 'th', 'tadi', 'belnf', 'nlngwl', 'doea', 'na', 'o', '??*ct,*|', 'on', 'o', 'th..', 'warm', 'moattu', ""..:'"", 'Biiramar', 'mny', 'u', 'oomfoii', 'durlag', 'tl.""', 'wlntar', '|ng""', 'floma', 'moo?', 'y', 'hn', 'ber', 'wt.?l', 'gatfl', '!.>?>', 'oold', 'tur', 'eajoyiag', 'B', ""s'-ln."", 'THK', '?MLaaCHUOirr', '""I\'miTOt', 'Mow', 'out', 'or', 'jar', 'out""', 'ia', 'mcat', 't?', 'make', 'about', 'B', 'h.ryr.U', 'tho', 'gaalltlBa', 'etabaod', 'for', 'tho', 'terna', 'hy', 'Iba', 'mak.rs,', 'the', 'I', 'pany.', 'of', 'Brtdfflport,', 'Ooaa.', 'The', '!', 'tba', 'n.-st', 'braaa', 'atehatlad', 'btajrcle', 'I', 'the', 'now', 'unlveryal', 'CUOtOfll', 'of', ';', 'whirh.', 'aa', 'an', 'illumtn.int', 'for', 'thlB', '?', 'h.s-,', 'ls', 'BOfl-taaUfld', 'not', 'only', 'on', 'ly', 'and', 'brllllan.-y.', 'I>ut', 'also', ""h.-io-'"", 'whi.-ti', 'it', 'oaa', 'ba', 'ptocarod', 'Bnywbaia', '-a', 'f.-atur.r', 'that', 'will', 't?-', 'n*t.r.alat?-d', 'hava', 'bad', 'fl-perleaca', 'wttb', 'lamaa', 'ca-miMjurrln', 'Inataad', 'of', 'kflfooflaa', '-4y.??', 'FIMKND', 'TO', 'THK', 'An', 'flloflrvtaag', 'woman', 'haa', ""noti.'.d"", 'M', 'a', 'friead', 'of', 'the', 'iBBBpai-ncfl', 'r..v.', 'i', 'of', 'Bgurea', 'to', 'prova', 'll', 'Tberfl', 'laaa', 'Intemperanoa', 'durlng', 'the', 'any', 'tlOM', 'for', 'many', '>.ars.', 'flbfl', 'aaya,', 'last', 'year', 'temperata', 'llvlng', 'his', 'b_|?', '..f', 'Mcyelea', '""la', 'nol', 'tbla']",425,https://chroniclingamerica.loc.gov/data/batches/dlc_triumph_ver01/data/sn83030214/00175036817/1898022201/0425.jp2,New York [N.Y.],1898-02-22,New York Tribune,0.9584017992019652,https://news-navigator.labs.loc.gov/data/dlc_triumph_ver01/data/sn83030214/00175036817/1898022201/0425/003_0_95.jpg,284,human,human
19,dlc_bravo_ver01,"[0.16294162212057037, 0.0893543264960165, 0.4238815781492624, 0.4058877546234993]",1,dlc_bravo_ver01/data/sn84026749/100492313/1905111801/0317/007_0_98.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_bravo_ver01%2Fdata%2Fsn84026749%2F100492313%2F1905111801%2F0317.jp2/pct:16.29,8.94,26.1,31.66/!500,500/0/default.jpg",sn84026749,The Washington times. [volume],"['GEORGE', 'WASHINGTON', 'TACKLE', 'TACKLEIs', 'Is', 'Being', 'Depended', 'Upon', 'by', 'Buff', 'ana', 'Blue', 'to', 'o', 'Do', 'Good', 'GoodWestern', 'Wo', 'Yo', 'Against', 'AgainstWestern', 'AgainstWestern', 'Western', 'Maryland', 'I']",317,https://chroniclingamerica.loc.gov/data/batches/dlc_bravo_ver01/data/sn84026749/100492313/1905111801/0317.jp2,Washington [D.C.],1905-11-18,Times Pub. Co.,0.988535225391388,https://news-navigator.labs.loc.gov/data/dlc_bravo_ver01/data/sn84026749/100492313/1905111801/0317/007_0_98.jpg,791,human,human
20,nn_futuyma_ver02,"[0.7147888633484336, 0.03446025412920947, 0.9722703938402181, 0.33828635019798803]",1,nn_futuyma_ver02/data/sn83030272/00211100047/1914062101/0939/002_0_94.jpg,['New York--New York--New York'],"https://chroniclingamerica.loc.gov/iiif/2/nn_futuyma_ver02%2Fdata%2Fsn83030272%2F00211100047%2F1914062101%2F0939.jp2/pct:71.47,3.45,25.75,30.39/!500,500/0/default.jpg",sn83030272,The sun. [volume],"['SOS', 'W1', 'JS9m', 'J.-', 'III', 'ti', '1', 'Mrs.', 'Norman', 'de', ',', 'A', 'R.', 'Whitehouse']",939,https://chroniclingamerica.loc.gov/data/batches/nn_futuyma_ver02/data/sn83030272/00211100047/1914062101/0939.jp2,New York [N.Y.],1914-06-21,Benj. H. Day,0.9418954253196716,https://news-navigator.labs.loc.gov/data/nn_futuyma_ver02/data/sn83030272/00211100047/1914062101/0939/002_0_94.jpg,1527,human,human
21,mnhi_richfield_ver01,"[0.6928011507601352, 0.11697200015139533, 0.9581381308065878, 0.29707974733869513]",1,mnhi_richfield_ver01/data/sn83045366/00206533894/1901032301/0308/001_0_98.jpg,['Minnesota--Hennepin--Minneapolis'],"https://chroniclingamerica.loc.gov/iiif/2/mnhi_richfield_ver01%2Fdata%2Fsn83045366%2F00206533894%2F1901032301%2F0308.jp2/pct:69.28,11.7,26.54,18.02/!500,500/0/default.jpg",sn83045366,The Minneapolis journal. [volume],"['A', 'Modern', 'Hospital', 'Which', 'is', 'Open', 'to', 'All', 'Needing', 'Care.', 'Special', 'to', 'The', 'Journal.', 'Mayville,', 'N.', 'D.,', 'March', '23.—The', ""Ladies'"", 'The', 'hospital', 'has', 'the', 'modern', 'conveni', 'ences,', 'and', 'though', 'it', 'lacks', 'many', 'appli']",308,https://chroniclingamerica.loc.gov/data/batches/mnhi_richfield_ver01/data/sn83045366/00206533894/1901032301/0308.jp2,"Minneapolis, Minn.",1901-03-23,Journal Print. Co.,0.9896831512451172,https://news-navigator.labs.loc.gov/data/mnhi_richfield_ver01/data/sn83045366/00206533894/1901032301/0308/001_0_98.jpg,512,"{""choices"": [""human"", ""human-structure""]}",human|human-structure
